,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2014-03-31 00:00:00+02:00,4516.3,837.0,16097.8,150.0,49.0,384.7,302.8,77.1,11510.8,0.0,736.2,0.0,966.0,44677.0,41145.0,4420.0,2716.0
2014-03-31 01:00:00+02:00,3721.9,863.5,16198.3,150.0,48.0,205.3,312.7,58.9,11434.5,0.0,689.0,0.0,805.8,43387.0,39998.0,4845.0,2953.0
2014-03-31 02:00:00+02:00,3566.2,942.5,16314.8,150.0,45.0,167.7,322.9,55.4,11541.4,0.0,536.6,0.0,726.0,43060.0,39444.0,4828.0,3060.0
2014-03-31 03:00:00+02:00,4438.1,1029.6,16307.1,149.0,45.1,228.8,327.4,56.1,11556.4,0.0,571.5,0.0,772.4,43523.0,39747.0,4998.0,2684.0
2014-03-31 04:00:00+02:00,5951.8,1120.3,16360.5,149.0,45.1,211.4,331.6,52.1,11556.9,0.0,626.5,0.0,874.0,44395.0,41589.0,4143.0,2751.0
2014-03-31 05:00:00+02:00,7603.7,1245.8,16215.8,149.0,42.5,456.2,333.2,54.2,11531.7,0.0,714.7,0.0,969.2,48139.0,45039.0,4998.0,3122.0
2014-03-31 06:00:00+02:00,10040.7,1337.4,16375.6,148.0,41.7,1570.5,335.4,127.4,11599.8,18.6,908.0,26.3,1050.2,55049.0,52583.0,4895.0,1762.0
2014-03-31 07:00:00+02:00,11119.3,1427.3,16410.1,148.7,40.0,3288.6,336.5,115.2,11629.4,792.9,1081.6,815.8,1083.4,60875.0,59205.0,4502.0,1212.0
2014-03-31 08:00:00+02:00,11653.5,1765.3,16414.0,232.8,41.0,3812.1,336.9,157.3,11662.6,3658.4,1031.6,4608.2,962.9,62957.0,62167.0,3959.0,1669.0
2014-03-31 09:00:00+02:00,11817.7,1338.8,16367.6,264.3,44.2,2729.2,338.3,188.7,11665.6,6981.2,615.2,9900.2,741.9,62860.0,63964.0,3682.0,2769.0
2014-03-31 10:00:00+02:00,11907.7,1184.9,16381.9,325.3,44.1,2653.4,356.2,115.8,11657.6,10284.2,316.3,14993.9,574.7,63253.0,64866.0,3256.0,4055.0
2014-03-31 11:00:00+02:00,11684.7,1046.7,16079.2,263.4,44.0,2249.0,364.4,74.4,11624.2,13161.4,180.7,19055.0,510.5,64260.0,60563.0,3333.0,4065.0
2014-03-31 12:00:00+02:00,10931.6,1112.5,16111.9,261.3,43.0,756.1,344.9,69.9,11621.3,14892.8,232.8,21584.2,478.1,63582.0,62363.0,3478.0,3492.0
2014-03-31 13:00:00+02:00,10701.0,1135.9,16081.5,259.7,43.0,493.8,356.2,81.3,11593.6,15668.8,309.8,22392.2,513.5,63227.0,62497.0,4002.0,3390.0
2014-03-31 14:00:00+02:00,10840.6,1104.1,15976.2,259.2,44.0,424.0,340.1,80.3,11591.9,14817.8,434.2,21396.6,549.0,62028.0,60964.0,4023.0,3518.0
2014-03-31 15:00:00+02:00,10892.6,1100.7,15769.9,259.6,47.0,642.0,356.4,75.2,11569.7,12897.3,626.0,18534.6,585.2,60780.0,59434.0,4318.0,3614.0
2014-03-31 16:00:00+02:00,11188.9,1064.4,15806.0,259.1,45.0,752.0,345.0,84.1,11537.7,9943.5,701.6,14099.7,645.8,59319.0,57596.0,3716.0,4364.0
2014-03-31 17:00:00+02:00,11633.4,1113.4,15950.3,251.7,45.0,1103.6,339.4,88.7,11527.8,6324.6,888.1,8510.6,744.8,58932.0,56951.0,4408.0,3913.0
2014-03-31 18:00:00+02:00,10979.2,1105.8,16079.9,146.2,44.0,1672.2,343.1,121.8,11478.1,2823.0,875.6,3325.9,890.6,60517.0,58211.0,5905.0,2252.0
2014-03-31 19:00:00+02:00,10672.3,1164.8,16401.3,146.0,45.1,1965.9,346.1,101.0,11523.1,520.0,981.0,420.8,1068.4,62245.0,58525.0,6587.0,1364.0
2014-03-31 20:00:00+02:00,11237.2,1164.6,16474.9,147.0,43.1,3128.1,354.9,91.6,11603.4,12.2,1131.6,2.5,1266.8,60700.0,59530.0,5927.0,1480.0
2014-03-31 21:00:00+02:00,11245.8,1116.1,16427.7,147.0,45.0,1635.6,365.8,81.5,11573.6,0.0,1236.0,0.0,1400.8,57276.0,55970.0,5197.0,1691.0
2014-03-31 22:00:00+02:00,10629.6,1093.4,16345.5,147.0,46.1,697.5,374.0,129.9,11586.4,0.0,1476.4,0.0,1442.4,54379.0,51992.0,4627.0,2719.0
2014-03-31 23:00:00+02:00,9788.9,1078.0,16325.9,147.0,46.2,864.3,376.6,58.6,11582.5,0.0,1370.7,0.0,1421.4,50708.0,47913.0,4122.0,3606.0
