,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2014-02-28 00:00:00+01:00,9200.3,1114.8,17826.9,185.0,83.1,145.6,330.7,16.7,12079.4,0.0,4250.2,0.0,6129.3,52624.0,50100.0,4280.0,5749.0
2014-02-28 01:00:00+01:00,8685.5,1136.4,17706.6,183.0,83.9,185.8,327.7,17.0,12049.6,0.0,4015.2,0.0,5746.4,50608.0,48393.0,4026.0,5202.0
2014-02-28 02:00:00+01:00,8137.3,1150.8,17867.7,183.0,86.1,146.6,328.3,18.1,12043.5,0.0,3739.0,0.0,5387.2,48831.0,47715.0,4397.0,4925.0
2014-02-28 03:00:00+01:00,7584.5,1247.2,18098.6,183.0,84.9,84.9,326.2,1.3,12018.6,0.0,3418.8,0.0,5184.8,47125.0,47531.0,4712.0,4246.0
2014-02-28 04:00:00+01:00,8193.2,1327.8,18352.8,182.0,84.0,144.7,322.0,10.6,12046.3,0.0,3102.8,0.0,4925.7,46959.0,48647.0,4980.0,4307.0
2014-02-28 05:00:00+01:00,10439.7,1433.1,18496.8,183.0,83.8,185.4,316.8,58.5,12048.8,0.0,2737.6,0.0,4671.8,49617.0,50838.0,4361.0,5990.0
2014-02-28 06:00:00+01:00,12410.1,1556.7,18468.6,183.0,82.4,1323.7,314.2,148.9,12050.5,3.6,2710.6,13.8,4488.7,55964.0,56634.0,4244.0,5388.0
2014-02-28 07:00:00+01:00,12697.4,1647.1,18520.8,184.0,80.5,2843.1,312.6,326.8,12057.6,401.8,2618.6,434.4,4176.0,60904.0,62740.0,4774.0,4019.0
2014-02-28 08:00:00+01:00,13154.0,1652.6,18539.4,184.0,80.5,2044.3,311.8,195.0,12027.8,2246.0,2202.0,2191.5,3924.9,62730.0,64100.0,5136.0,2460.0
2014-02-28 09:00:00+01:00,13321.1,1674.8,18545.1,184.0,81.8,874.2,312.6,129.2,12013.4,5229.9,1671.9,4622.5,3709.9,63396.0,63070.0,4690.0,4419.0
2014-02-28 10:00:00+01:00,13485.5,1607.2,18533.4,184.0,82.4,659.2,316.5,29.9,12035.4,8188.9,1213.6,7342.0,3418.4,64555.0,63733.0,4345.0,4996.0
2014-02-28 11:00:00+01:00,13423.5,1592.5,18543.2,184.0,82.7,1104.3,320.8,17.7,12057.4,9799.8,1202.2,9329.8,3184.6,64293.0,64195.0,3960.0,6049.0
2014-02-28 12:00:00+01:00,13366.1,1537.8,18474.9,184.0,82.7,655.9,325.1,19.8,12046.1,10469.2,1173.9,9706.6,3048.4,63602.0,63527.0,3438.0,6389.0
2014-02-28 13:00:00+01:00,13057.1,1486.9,18337.6,184.0,65.5,390.4,327.0,19.2,12016.2,10138.8,1272.7,8911.6,2915.6,61745.0,62115.0,3542.0,6658.0
2014-02-28 14:00:00+01:00,12674.3,1516.9,18478.9,184.0,65.4,498.5,326.0,34.8,12053.4,9035.4,1200.0,7614.6,2676.9,60146.0,60938.0,3610.0,6567.0
2014-02-28 15:00:00+01:00,12519.0,1557.8,18573.5,185.0,49.7,657.7,327.8,73.4,12069.5,6547.5,1164.2,5525.0,2301.9,58927.0,59721.0,4233.0,6176.0
2014-02-28 16:00:00+01:00,12429.8,1840.9,18548.9,185.0,49.8,828.2,323.9,96.5,12059.8,3463.6,1083.6,2989.4,2122.2,58201.0,58874.0,5021.0,5096.0
2014-02-28 17:00:00+01:00,12241.3,2288.4,18548.6,185.0,49.9,1245.2,320.7,158.9,12054.8,742.3,1229.8,611.5,2298.0,59608.0,59152.0,5057.0,3011.0
2014-02-28 18:00:00+01:00,12767.4,2689.4,18634.7,209.1,43.0,3418.7,320.7,344.2,12058.6,18.4,1703.6,2.4,2790.1,62329.0,63313.0,4262.0,2139.0
2014-02-28 19:00:00+01:00,13137.3,2681.1,18625.1,196.7,47.5,2657.9,318.4,225.2,12061.7,0.0,2175.3,0.0,3302.7,60761.0,62808.0,3793.0,2201.0
2014-02-28 20:00:00+01:00,12905.3,2288.5,17918.0,186.0,50.2,963.4,316.5,141.7,12062.8,0.0,2511.4,0.0,3722.1,57248.0,58036.0,4037.0,3550.0
2014-02-28 21:00:00+01:00,12755.2,1484.3,17431.4,186.0,49.0,487.3,316.9,61.2,12064.2,0.0,2594.2,0.0,3873.8,55446.0,55067.0,4548.0,4654.0
2014-02-28 22:00:00+01:00,12238.3,1442.4,17373.6,186.0,50.8,406.1,319.5,76.5,12067.9,0.0,2506.9,0.0,3786.9,54288.0,53697.0,4304.0,4653.0
2014-02-28 23:00:00+01:00,11097.2,1313.4,17314.3,186.0,50.5,272.5,320.6,11.6,12075.6,0.0,2400.1,0.0,3671.8,51152.0,50224.0,4024.0,4821.0
