,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2014-02-14 00:00:00+01:00,6444.9,1186.2,17137.3,200.0,247.9,189.7,350.8,6.8,12055.7,0.0,12198.8,0.0,12236.5,52402.0,51536.0,2381.0,6366.0
2014-02-14 01:00:00+01:00,6049.9,1087.7,17133.2,200.0,227.7,23.6,352.4,3.9,12061.9,0.0,12564.3,0.0,12989.7,50642.0,50087.0,2232.0,6874.0
2014-02-14 02:00:00+01:00,5922.9,1082.0,17148.2,199.0,213.3,23.9,348.2,5.3,12059.3,0.0,12906.9,0.0,13460.3,50000.0,49399.0,2237.0,7170.0
2014-02-14 03:00:00+01:00,5857.4,1100.9,17115.9,199.0,201.8,38.1,345.4,6.7,12061.5,0.0,13432.3,0.0,13782.4,50665.0,49653.0,2582.0,7118.0
2014-02-14 04:00:00+01:00,6263.5,1140.4,17110.8,199.0,208.7,80.1,342.8,3.7,12064.6,0.0,13719.8,0.0,13847.8,51823.0,50443.0,2760.0,6378.0
2014-02-14 05:00:00+01:00,8040.4,1285.8,17143.6,200.0,214.0,45.0,338.3,4.5,12080.2,0.0,13100.1,0.0,13588.1,54213.0,52490.0,2588.0,5738.0
2014-02-14 06:00:00+01:00,10767.1,1399.8,17325.7,198.0,212.5,808.6,339.0,76.9,12085.2,0.0,12206.6,0.6,13227.3,60502.0,58929.0,3606.0,6645.0
2014-02-14 07:00:00+01:00,11749.3,1458.3,17275.7,199.0,211.2,1036.2,342.7,15.3,12077.9,107.5,11869.4,113.6,12876.6,66055.0,63681.0,3851.0,4634.0
2014-02-14 08:00:00+01:00,11802.9,1468.7,17291.6,199.0,210.9,1203.1,343.6,119.4,12105.1,1868.8,11433.2,1351.4,12603.3,67666.0,65223.0,3502.0,4733.0
2014-02-14 09:00:00+01:00,10972.8,1444.1,16970.6,307.9,224.1,1043.3,345.0,61.5,12098.7,6617.1,10842.8,4449.6,12256.9,67364.0,65222.0,2937.0,6445.0
2014-02-14 10:00:00+01:00,9888.5,1382.9,17017.3,314.8,224.9,1030.4,352.7,106.1,12097.2,11211.6,10283.5,8036.1,11911.2,68878.0,65489.0,1657.0,7076.0
2014-02-14 11:00:00+01:00,9497.4,1364.8,17333.7,200.7,227.1,687.9,356.6,104.6,12092.2,13785.0,10350.8,10831.3,11395.1,71055.0,66314.0,1814.0,7394.0
2014-02-14 12:00:00+01:00,9938.9,1355.9,17361.9,200.0,202.9,479.5,361.9,138.4,12089.9,13666.3,9606.1,11831.9,10565.0,70365.0,64980.0,1513.0,7900.0
2014-02-14 13:00:00+01:00,9934.3,1360.8,17368.0,199.0,228.4,422.6,365.1,150.6,12087.0,12660.6,8730.4,11361.8,9505.0,68579.0,63793.0,1914.0,7529.0
2014-02-14 14:00:00+01:00,10552.8,1366.4,17336.6,200.0,233.1,576.1,365.7,130.5,12083.2,9687.3,8077.5,9234.7,8406.0,66838.0,62698.0,2615.0,7127.0
2014-02-14 15:00:00+01:00,11355.2,1334.5,17480.0,200.0,214.9,1078.2,363.4,176.9,12080.9,5612.4,7647.3,6051.9,7318.4,65984.0,61679.0,3706.0,6677.0
2014-02-14 16:00:00+01:00,12116.0,1304.5,17488.5,201.0,212.1,1247.6,358.1,151.3,12080.7,1813.8,6581.6,2241.4,6764.5,65356.0,60671.0,4405.0,5595.0
2014-02-14 17:00:00+01:00,11633.1,1304.0,17591.7,201.0,215.8,2499.7,352.4,123.6,12073.6,191.2,7322.0,218.5,7014.6,65950.0,63371.0,5049.0,4916.0
2014-02-14 18:00:00+01:00,12072.1,1355.0,17737.3,201.0,217.1,3003.1,344.8,84.6,12056.6,0.3,10167.9,0.1,7868.3,67091.0,65662.0,4106.0,5420.0
2014-02-14 19:00:00+01:00,10476.3,1316.0,17531.8,200.0,221.6,1905.2,341.7,89.6,12045.9,0.0,13551.5,0.0,9176.3,65715.0,65065.0,3978.0,6637.0
2014-02-14 20:00:00+01:00,8981.5,1208.8,16730.4,200.0,237.5,582.5,339.8,81.3,11962.9,0.0,16346.5,0.0,10723.2,62531.0,61432.0,4002.0,7967.0
2014-02-14 21:00:00+01:00,7173.2,1162.2,16252.9,200.0,231.9,296.8,335.3,161.4,11928.2,0.0,18380.0,0.0,12120.2,60682.0,59670.0,2672.0,7812.0
2014-02-14 22:00:00+01:00,5696.6,1175.7,15573.0,200.0,230.7,853.9,332.6,68.7,11963.0,0.0,19187.6,0.0,13590.8,58854.0,58619.0,2806.0,8056.0
2014-02-14 23:00:00+01:00,4086.8,1033.5,15290.9,200.0,231.6,255.2,330.8,2.3,11787.6,0.0,19866.2,0.0,14991.6,54855.0,56237.0,2545.0,7812.0
