,Load_2027
2027-12-20 00:00:00+01:00,45309.5
2027-12-20 01:00:00+01:00,43634.7
2027-12-20 02:00:00+01:00,42941.7
2027-12-20 03:00:00+01:00,43069.1
2027-12-20 04:00:00+01:00,44425.5
2027-12-20 05:00:00+01:00,47091.5
2027-12-20 06:00:00+01:00,53542.4
2027-12-20 07:00:00+01:00,59585.3
2027-12-20 08:00:00+01:00,62100.3
2027-12-20 09:00:00+01:00,62452.0
2027-12-20 10:00:00+01:00,63177.8
2027-12-20 11:00:00+01:00,64025.1
2027-12-20 12:00:00+01:00,63547.7
2027-12-20 13:00:00+01:00,62675.3
2027-12-20 14:00:00+01:00,61673.5
2027-12-20 15:00:00+01:00,61761.3
2027-12-20 16:00:00+01:00,63717.3
2027-12-20 17:00:00+01:00,65821.7
2027-12-20 18:00:00+01:00,64964.7
2027-12-20 19:00:00+01:00,63529.0
2027-12-20 20:00:00+01:00,59849.9
2027-12-20 21:00:00+01:00,56930.7
2027-12-20 22:00:00+01:00,54960.3
2027-12-20 23:00:00+01:00,51008.8
