,Load_2019
2019-09-18 00:00:00+02:00,44709.8
2019-09-18 01:00:00+02:00,43146.7
2019-09-18 02:00:00+02:00,42411.4
2019-09-18 03:00:00+02:00,42798.0
2019-09-18 04:00:00+02:00,44074.7
2019-09-18 05:00:00+02:00,47195.3
2019-09-18 06:00:00+02:00,54756.8
2019-09-18 07:00:00+02:00,59647.0
2019-09-18 08:00:00+02:00,62318.2
2019-09-18 09:00:00+02:00,62893.6
2019-09-18 10:00:00+02:00,64288.1
2019-09-18 11:00:00+02:00,65635.3
2019-09-18 12:00:00+02:00,65690.3
2019-09-18 13:00:00+02:00,64956.0
2019-09-18 14:00:00+02:00,62783.7
2019-09-18 15:00:00+02:00,62258.7
2019-09-18 16:00:00+02:00,60341.2
2019-09-18 17:00:00+02:00,60128.5
2019-09-18 18:00:00+02:00,59541.4
2019-09-18 19:00:00+02:00,60524.5
2019-09-18 20:00:00+02:00,59673.3
2019-09-18 21:00:00+02:00,55786.4
2019-09-18 22:00:00+02:00,51921.4
2019-09-18 23:00:00+02:00,48167.8
