,Load_2025
2025-04-01 00:00:00+02:00,46376.4
2025-04-01 01:00:00+02:00,44898.7
2025-04-01 02:00:00+02:00,44542.8
2025-04-01 03:00:00+02:00,44582.7
2025-04-01 04:00:00+02:00,45724.8
2025-04-01 05:00:00+02:00,48792.2
2025-04-01 06:00:00+02:00,55301.3
2025-04-01 07:00:00+02:00,61403.8
2025-04-01 08:00:00+02:00,64336.5
2025-04-01 09:00:00+02:00,64784.5
2025-04-01 10:00:00+02:00,65571.3
2025-04-01 11:00:00+02:00,66298.6
2025-04-01 12:00:00+02:00,66058.0
2025-04-01 13:00:00+02:00,65612.5
2025-04-01 14:00:00+02:00,64473.2
2025-04-01 15:00:00+02:00,62859.6
2025-04-01 16:00:00+02:00,60924.3
2025-04-01 17:00:00+02:00,60718.1
2025-04-01 18:00:00+02:00,60712.7
2025-04-01 19:00:00+02:00,62119.6
2025-04-01 20:00:00+02:00,62525.9
2025-04-01 21:00:00+02:00,59533.1
2025-04-01 22:00:00+02:00,56425.8
2025-04-01 23:00:00+02:00,52212.4
