,Load_2025
2025-07-31 00:00:00+02:00,43939.3
2025-07-31 01:00:00+02:00,42244.7
2025-07-31 02:00:00+02:00,41321.3
2025-07-31 03:00:00+02:00,41245.7
2025-07-31 04:00:00+02:00,42239.3
2025-07-31 05:00:00+02:00,44839.4
2025-07-31 06:00:00+02:00,50554.9
2025-07-31 07:00:00+02:00,55994.8
2025-07-31 08:00:00+02:00,59175.9
2025-07-31 09:00:00+02:00,60892.6
2025-07-31 10:00:00+02:00,62294.4
2025-07-31 11:00:00+02:00,63530.9
2025-07-31 12:00:00+02:00,63429.5
2025-07-31 13:00:00+02:00,62436.3
2025-07-31 14:00:00+02:00,61331.1
2025-07-31 15:00:00+02:00,60043.2
2025-07-31 16:00:00+02:00,58556.6
2025-07-31 17:00:00+02:00,57971.6
2025-07-31 18:00:00+02:00,57283.7
2025-07-31 19:00:00+02:00,56506.7
2025-07-31 20:00:00+02:00,54374.7
2025-07-31 21:00:00+02:00,52878.7
2025-07-31 22:00:00+02:00,50370.5
2025-07-31 23:00:00+02:00,46007.0
