,Load_2025
2025-10-16 00:00:00+02:00,45367.0
2025-10-16 01:00:00+02:00,43717.2
2025-10-16 02:00:00+02:00,42987.8
2025-10-16 03:00:00+02:00,43283.4
2025-10-16 04:00:00+02:00,44493.1
2025-10-16 05:00:00+02:00,47980.3
2025-10-16 06:00:00+02:00,55668.7
2025-10-16 07:00:00+02:00,62245.6
2025-10-16 08:00:00+02:00,64678.2
2025-10-16 09:00:00+02:00,65069.6
2025-10-16 10:00:00+02:00,65981.9
2025-10-16 11:00:00+02:00,67242.3
2025-10-16 12:00:00+02:00,66784.3
2025-10-16 13:00:00+02:00,66062.3
2025-10-16 14:00:00+02:00,65106.0
2025-10-16 15:00:00+02:00,64511.2
2025-10-16 16:00:00+02:00,63001.2
2025-10-16 17:00:00+02:00,62777.0
2025-10-16 18:00:00+02:00,64187.3
2025-10-16 19:00:00+02:00,64860.7
2025-10-16 20:00:00+02:00,61357.3
2025-10-16 21:00:00+02:00,57505.3
2025-10-16 22:00:00+02:00,54054.5
2025-10-16 23:00:00+02:00,49982.3
